ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
37,NORTH CAROLINA,NC,37035,Catawba,37035010401,"Census Tract 104.01, Catawba County, North Carolina",3.177140307418,7299,693,3638,155,3254,224,1031,485,323,160,24161,2795,540,202,1409,172,1493,330,1153,269,169,98,2503,1036,443,255,502,190,80,90,86,82,57,40,19,39,14.2,6.3,8.2,4.0,24161.0,2795.0,10.5,3.6,19.3,2.7,20.5,4.1,15.8,3.8,5.2,3.0,34.3,13.8,6.4,3.6,13.8,5.2,2.2,2.5,2.6,2.5,1.8,1.2,0.3,0.5,0.4956,0.7198,0.5706,0.4253,2.2113,0.5622,0.723,0.3664,0.6162,0.2406,1.9462,0.4351,0.5465,0.9106,1.4571,0.7834,0.7926,0.3512,0.6378,0.1951,0.5166,2.4933,0.5515,8.1079,0.6247,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,970,298,13.3,4.1,3853
37,NORTH CAROLINA,NC,37035,Catawba,37035010402,"Census Tract 104.02, Catawba County, North Carolina",1.71292028739,4868,392,2150,141,1890,163,1058,311,203,87,18100,2646,467,139,726,117,706,116,665,127,166,64,1922,509,156,96,544,120,51,37,91,61,251,134,979,196,27.2,7.1,8.4,3.7,18100.0,2646.0,16.5,4.6,14.9,2.5,14.5,2.1,14.2,2.9,8.8,3.3,39.5,10.0,3.3,2.0,25.3,5.4,2.4,1.7,4.8,3.2,13.3,6.6,20.1,3.7,0.8539,0.7313,0.8662,0.6627,3.1141,0.838,0.4323,0.0912,0.5118,0.529,1.5643,0.2129,0.6115,0.7636,1.3751,0.741,0.8922,0.3641,0.8659,0.8826,0.9654,3.9702,0.9921,10.0237,0.8589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,863,176,18.5,3.7,7687
37,NORTH CAROLINA,NC,37035,Catawba,37035010501,"Census Tract 105.01, Catawba County, North Carolina",2.4466125434,3808,261,1889,78,1569,121,141,77,129,95,46445,7495,107,89,791,75,830,96,275,72,130,85,397,380,59,68,203,86,7,11,39,43,48,40,111,106,3.8,2.1,6.2,4.6,46445.0,7495.0,4.0,3.1,20.8,1.7,21.8,2.0,7.4,2.0,8.3,5.4,10.4,10.0,1.6,1.8,10.7,4.6,0.4,0.6,2.5,2.8,3.1,2.5,2.9,2.8,0.0712,0.5485,0.0982,0.1424,0.8603,0.1629,0.7972,0.477,0.1252,0.4848,1.8842,0.3977,0.1479,0.5636,0.7115,0.3286,0.7424,0.1738,0.6244,0.3481,0.8364,2.7251,0.6528,6.1811,0.3281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,114,6.3,3.1,10089
37,NORTH CAROLINA,NC,37035,Catawba,37035010502,"Census Tract 105.02, Catawba County, North Carolina",2.754065566,3644,439,1447,115,1354,119,493,361,239,148,49236,9725,140,115,693,114,906,227,299,101,99,72,390,560,58,79,98,76,11,16,50,69,20,22,0,12,13.6,9.0,13.9,7.6,49236.0,9725.0,5.6,4.3,19.0,3.8,24.9,5.5,8.2,2.8,7.3,5.3,10.7,15.3,1.7,2.3,6.8,5.3,0.8,1.1,3.7,5.1,1.5,1.6,0.0,0.3,0.4665,0.9381,0.078,0.2194,1.702,0.3989,0.7037,0.7037,0.1612,0.4074,1.976,0.4605,0.1558,0.5797,0.7355,0.3442,0.6742,0.2241,0.7779,0.16,0.0,1.8362,0.2617,6.2497,0.335,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,510,332,14.0,8.1,1920
37,NORTH CAROLINA,NC,37035,Catawba,37035010600,"Census Tract 106, Catawba County, North Carolina",3.909339506994,5895,522,3046,144,2487,214,977,296,108,88,32185,4940,627,159,1224,196,1380,264,845,205,215,108,1470,697,219,168,348,111,178,107,81,60,79,75,122,103,17.0,5.3,3.9,3.1,32185.0,4940.0,15.2,3.9,20.8,3.7,23.4,4.0,14.6,3.5,8.6,4.3,24.9,11.6,3.9,3.0,11.4,3.6,5.8,3.5,3.3,2.4,3.2,3.0,2.1,1.7,0.5992,0.2724,0.2943,0.6147,1.7806,0.422,0.7972,0.6028,0.5381,0.5106,2.4487,0.7894,0.4124,0.8023,1.2147,0.6544,0.7594,0.4741,0.7359,0.3597,0.7917,3.1208,0.8146,8.5648,0.6867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,167,8.1,2.7,8989
37,NORTH CAROLINA,NC,37035,Catawba,37035010700,"Census Tract 107, Catawba County, North Carolina",1.450349305678,2211,317,1229,112,1039,120,642,206,98,50,17504,2398,477,135,306,39,422,160,423,134,100,66,779,397,102,79,105,62,136,64,48,42,115,52,0,12,29.2,8.7,8.1,4.2,17504.0,2398.0,28.9,6.9,13.8,2.1,19.1,6.7,19.1,6.1,9.6,6.3,35.2,17.2,4.9,3.8,8.5,5.0,11.1,5.2,4.6,4.0,11.1,5.0,0.0,0.5,0.8826,0.7096,0.8907,0.9631,3.446,0.9241,0.3691,0.2751,0.812,0.5889,2.0451,0.5076,0.5604,0.859,1.4194,0.7622,0.7078,0.5684,0.8576,0.8326,0.0,2.9664,0.7591,9.8769,0.8464,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,584,220,26.4,8.9,2938
37,NORTH CAROLINA,NC,37035,Catawba,37035010900,"Census Tract 109, Catawba County, North Carolina",2.016572521902,3273,397,1676,130,1446,139,980,271,350,184,14486,1918,586,147,568,102,619,174,687,160,145,69,2125,504,53,60,183,84,58,38,24,27,378,120,110,95,30.0,7.6,22.7,9.0,14486.0,1918.0,24.9,5.9,17.4,3.4,18.9,4.8,21.0,4.6,10.0,4.7,64.9,13.3,1.7,1.9,10.9,4.9,3.5,2.2,1.7,1.9,26.1,7.4,3.4,2.9,0.8909,0.9922,0.9594,0.9083,3.7508,0.9801,0.5995,0.2604,0.8882,0.6166,2.3647,0.7386,0.8392,0.5797,1.4189,0.7618,0.7479,0.4164,0.488,0.9783,0.8581,3.4887,0.92,11.0231,0.9431,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,576,163,17.6,4.9,4468
37,NORTH CAROLINA,NC,37035,Catawba,37035011000,"Census Tract 110, Catawba County, North Carolina",6.484476525848,2238,254,1040,58,819,70,633,204,105,49,14670,1904,508,129,436,109,623,141,375,95,179,58,1251,300,185,93,31,29,310,78,75,42,71,44,136,119,30.3,9.3,11.1,4.9,14670.0,1904.0,34.5,7.2,19.5,4.2,27.8,5.5,18.0,4.8,21.9,6.9,55.9,11.8,9.0,4.4,3.0,2.8,29.8,7.1,9.2,5.2,8.7,5.2,6.1,5.3,0.8951,0.8666,0.9562,0.9866,3.7045,0.9718,0.7309,0.8507,0.751,0.9659,3.2985,0.9949,0.7751,0.9488,1.7239,0.9147,0.5498,0.8526,0.976,0.7601,0.9097,4.0482,0.9963,12.7751,1.0,0,0,1,1,2,0,0,0,1,1,0,1,1,0,0,1,0,1,2,6,374,130,18.0,5.3,18444
37,NORTH CAROLINA,NC,37035,Catawba,37035011101,"Census Tract 111.01, Catawba County, North Carolina",11.363691129374,3719,282,1530,131,1449,135,385,244,206,95,26346,2570,413,133,686,96,797,148,685,170,54,51,997,409,60,62,0,17,94,67,26,33,15,17,0,12,10.4,6.3,11.0,4.7,26346.0,2570.0,15.0,4.7,18.4,2.4,21.4,3.6,18.5,4.7,3.7,3.5,26.8,10.8,1.7,1.8,0.0,1.1,6.1,4.3,1.8,2.3,1.0,1.2,0.0,0.3,0.3306,0.8638,0.476,0.6088,2.2792,0.584,0.6677,0.4484,0.7797,0.1424,2.0382,0.5025,0.4387,0.5797,1.0184,0.53,0.0,0.4811,0.5051,0.1031,0.0,1.0893,0.0818,6.4251,0.3674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,143,11.1,3.6,4153
37,NORTH CAROLINA,NC,37035,Catawba,37035011102,"Census Tract 111.02, Catawba County, North Carolina",11.926566841258,7876,799,3174,125,2960,189,944,538,255,128,25709,4135,720,206,947,147,1856,452,1055,237,228,132,2365,1021,186,133,512,181,234,94,180,123,46,35,29,15,12.0,6.3,5.8,2.8,25709.0,4135.0,13.3,3.6,12.0,1.8,23.6,5.2,13.4,2.8,7.7,4.4,30.0,12.6,2.5,1.8,16.1,5.7,7.4,2.9,6.1,4.1,1.6,1.2,0.4,0.2,0.3967,0.5023,0.5005,0.5447,1.9442,0.4762,0.2756,0.6217,0.4568,0.4341,1.7882,0.3381,0.4922,0.6811,1.1733,0.624,0.824,0.506,0.918,0.1715,0.5654,2.9849,0.7675,7.8906,0.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1107,485,14.1,5.9,8679
37,NORTH CAROLINA,NC,37035,Catawba,37035011200,"Census Tract 112, Catawba County, North Carolina",5.013273465048,6418,389,2560,199,2317,187,550,290,192,97,21795,2387,666,206,1064,200,1362,173,901,243,219,115,2393,575,265,255,92,81,74,62,8,22,56,45,304,122,9.0,4.8,6.5,3.0,21795.0,2387.0,15.8,4.8,16.6,2.9,21.2,2.4,14.7,4.1,9.5,4.9,37.3,8.7,4.4,4.2,3.6,3.2,2.9,2.4,0.3,0.9,2.4,1.9,4.7,1.9,0.2714,0.5789,0.7103,0.6346,2.1952,0.5581,0.5548,0.4309,0.5469,0.5806,2.1132,0.5552,0.5843,0.8286,1.4129,0.7585,0.5779,0.3923,0.2,0.2686,0.8917,2.3305,0.4817,8.0518,0.6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,381,15.2,6.0,11115
37,NORTH CAROLINA,NC,37035,Catawba,37035011300,"Census Tract 113, Catawba County, North Carolina",10.533981869698,6850,537,3072,155,2741,179,1378,472,320,150,17340,2271,919,327,931,115,1814,430,1245,311,269,160,2997,685,379,180,60,53,354,137,174,112,253,152,21,36,20.5,7.0,10.4,4.7,17340.0,2271.0,20.6,7.1,13.6,2.0,26.5,5.9,18.2,4.8,9.8,5.8,43.8,9.4,6.1,2.9,2.0,1.7,11.5,4.4,6.3,4.1,9.2,5.4,0.3,0.5,0.7166,0.8403,0.8944,0.8032,3.2545,0.8751,0.3585,0.7912,0.7617,0.6037,2.5151,0.8203,0.6641,0.9018,1.5659,0.8456,0.4963,0.5776,0.9258,0.7772,0.5166,3.2935,0.8655,10.629,0.9149,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,994,338,14.5,5.1,6208
37,NORTH CAROLINA,NC,37035,Catawba,37035011401,"Census Tract 114.01, Catawba County, North Carolina",13.007678696194,3613,436,1574,78,1405,108,554,336,43,45,23412,3302,411,146,490,73,859,252,348,127,216,99,1089,561,45,64,14,20,452,129,88,55,115,70,0,12,15.4,8.3,2.3,2.4,23412.0,3302.0,17.4,5.9,13.6,2.5,23.8,6.4,9.7,3.6,15.4,6.9,30.1,15.1,1.3,1.9,0.9,1.3,28.7,8.2,6.3,3.9,8.2,5.0,0.0,0.3,0.5409,0.0965,0.6181,0.6963,1.9518,0.4776,0.3585,0.6378,0.2471,0.865,2.1084,0.5515,0.494,0.5055,0.9995,0.518,0.4028,0.8355,0.9258,0.7429,0.0,2.907,0.7337,7.9667,0.6039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,436,163,12.1,4.2,5268
37,NORTH CAROLINA,NC,37035,Catawba,37035011402,"Census Tract 114.02, Catawba County, North Carolina",16.916498895998,3863,363,1809,60,1597,113,423,219,100,82,27149,4036,532,172,950,174,595,192,583,136,158,93,428,532,21,51,23,38,582,134,48,44,149,80,177,126,11.5,5.7,5.3,4.3,27149.0,4036.0,18.7,5.9,24.6,4.5,15.4,4.8,15.9,3.6,9.9,5.8,11.1,13.8,0.6,1.4,1.3,2.1,32.2,7.2,3.0,2.8,9.3,5.0,4.6,3.2,0.3786,0.4469,0.4502,0.7378,2.0135,0.4951,0.9018,0.1111,0.6226,0.6111,2.2466,0.6545,0.1636,0.335,0.4986,0.2078,0.4419,0.8812,0.6935,0.7813,0.8871,3.685,0.9626,8.4437,0.6668,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,366,119,10.0,3.0,3063
37,NORTH CAROLINA,NC,37035,Catawba,37035011501,"Census Tract 115.01, Catawba County, North Carolina",34.672331802328,4685,307,2210,91,1926,109,235,91,160,80,27444,2242,382,84,884,91,943,139,851,204,98,59,256,455,0,48,0,17,621,135,22,25,42,29,0,12,5.0,1.9,6.6,3.1,27444.0,2242.0,11.3,2.5,18.9,2.0,20.1,2.7,18.2,4.1,5.1,3.1,5.5,9.7,0.0,1.1,0.0,0.8,28.1,5.9,1.1,1.3,2.2,1.5,0.0,0.3,0.1165,0.5896,0.4359,0.4608,1.6028,0.3683,0.6986,0.3359,0.7617,0.2359,2.0321,0.4998,0.0553,0.0,0.0553,0.0286,0.0,0.8281,0.3631,0.245,0.0,1.4362,0.1503,5.1264,0.1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,97,5.6,2.1,3598
37,NORTH CAROLINA,NC,37035,Catawba,37035011503,"Census Tract 115.03, Catawba County, North Carolina",24.24803764981,3687,344,1758,70,1408,109,402,185,64,39,41828,6020,311,130,732,157,876,198,428,121,77,60,220,488,0,48,0,17,354,107,10,19,28,24,0,12,11.1,5.1,3.7,2.2,41828.0,6020.0,12.1,4.7,19.9,4.5,23.8,4.9,11.6,3.0,5.5,4.3,6.0,13.2,0.0,1.4,0.0,1.0,20.1,5.9,0.7,1.4,2.0,1.7,0.0,0.3,0.3564,0.2456,0.1448,0.4949,1.2417,0.2698,0.7525,0.6378,0.3436,0.265,1.9989,0.4781,0.0631,0.0,0.0631,0.0332,0.0,0.72,0.2779,0.215,0.0,1.2129,0.104,4.5166,0.1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,94,5.2,2.5,2372
37,NORTH CAROLINA,NC,37035,Catawba,37035011504,"Census Tract 115.04, Catawba County, North Carolina",14.640463127382,6597,581,3260,114,2604,185,288,144,143,90,37825,4232,385,147,1026,155,1407,296,699,263,95,80,191,821,14,70,59,58,636,184,0,24,138,102,0,17,4.4,2.2,4.4,2.7,37825.0,4232.0,7.9,3.1,15.6,2.5,21.3,4.1,10.6,3.9,3.6,3.1,2.9,12.4,0.2,1.1,1.8,1.8,19.5,5.7,0.0,0.9,5.3,3.9,0.0,0.3,0.0957,0.3329,0.1923,0.3184,0.9393,0.1851,0.4816,0.4378,0.2956,0.1373,1.3523,0.1233,0.012,0.1862,0.1982,0.0756,0.4843,0.7079,0.0,0.5677,0.0,1.7599,0.2339,4.2497,0.0958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,232,8.4,3.4,3194
37,NORTH CAROLINA,NC,37035,Catawba,37035011601,"Census Tract 116.01, Catawba County, North Carolina",16.668441488466,4633,440,1725,70,1569,101,680,327,120,77,18489,1860,625,161,661,86,1179,223,500,145,134,71,1382,630,151,100,8,17,490,120,36,39,32,29,228,65,15.6,7.4,5.8,3.6,18489.0,1860.0,20.2,5.1,14.3,2.2,25.4,4.2,11.4,3.2,8.5,4.5,29.8,13.3,3.4,2.3,0.5,1.0,28.4,7.2,2.3,2.5,2.0,1.8,4.9,1.3,0.5506,0.5023,0.8524,0.7876,2.6929,0.727,0.3949,0.729,0.3344,0.5028,1.9611,0.4471,0.4894,0.7728,1.2622,0.6825,0.3392,0.8309,0.5866,0.215,0.8945,2.8662,0.7157,8.7824,0.7163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,179,12.4,3.7,4360
37,NORTH CAROLINA,NC,37035,Catawba,37035011602,"Census Tract 116.02, Catawba County, North Carolina",19.673065630754,5170,527,2243,144,2048,175,687,430,87,64,22265,2972,635,182,833,119,1396,312,863,207,242,166,559,771,42,87,0,24,523,164,89,63,12,19,10,7,13.4,7.6,3.4,2.4,22265.0,2972.0,18.5,4.7,16.1,2.8,27.0,5.4,16.7,4.3,11.8,8.1,10.8,14.9,0.9,1.8,0.0,1.1,23.3,6.9,4.3,3.1,0.6,0.9,0.2,0.1,0.4582,0.2119,0.6854,0.7304,2.0859,0.5164,0.5203,0.8194,0.6762,0.724,2.7399,0.9081,0.1576,0.4111,0.5687,0.2392,0.0,0.7639,0.8392,0.0583,0.4452,2.1066,0.3745,7.5011,0.5396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,340,10.5,6.2,3476
37,NORTH CAROLINA,NC,37035,Catawba,37035011701,"Census Tract 117.01, Catawba County, North Carolina",13.606160348416,4438,350,1788,71,1684,85,302,168,86,53,29574,3598,275,118,800,108,1034,200,518,176,159,83,751,533,73,78,200,73,157,82,8,18,37,21,9,4,6.9,3.8,4.2,2.6,29574.0,3598.0,9.1,3.7,18.0,2.9,23.3,4.1,11.7,3.9,9.4,5.0,16.9,12.0,1.7,1.9,11.2,4.1,8.8,4.6,0.5,1.1,2.2,1.2,0.2,0.1,0.1891,0.3098,0.3672,0.3618,1.2279,0.2647,0.6438,0.5968,0.3506,0.5751,2.1663,0.5977,0.2719,0.5797,0.8516,0.4194,0.7562,0.524,0.2309,0.245,0.4452,2.2013,0.4175,6.4471,0.3711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,196,8.4,4.3,6733
37,NORTH CAROLINA,NC,37035,Catawba,37035011702,"Census Tract 117.02, Catawba County, North Carolina",34.753117468196,6958,533,2696,141,2455,153,551,314,178,73,28139,4953,547,184,1066,144,1688,311,790,251,128,73,1498,712,115,81,0,24,568,162,159,84,68,74,19,17,8.0,4.3,4.6,1.8,28139.0,4953.0,11.3,3.6,15.3,2.0,24.3,4.1,11.4,3.4,5.2,3.0,21.5,10.1,1.8,1.3,0.0,0.9,21.1,5.7,6.5,3.4,2.8,3.0,0.3,0.2,0.2293,0.3518,0.4068,0.4608,1.4487,0.3295,0.4608,0.6687,0.3344,0.2406,1.7045,0.2924,0.3516,0.5926,0.9442,0.4779,0.0,0.7329,0.9323,0.3172,0.5166,2.499,0.5548,6.5964,0.3957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,617,216,8.9,3.0,6599
37,NORTH CAROLINA,NC,37035,Catawba,37035011801,"Census Tract 118.01, Catawba County, North Carolina",17.859910175348,6095,478,2493,103,2459,103,539,289,96,77,31948,3573,367,149,1065,214,1236,319,598,156,98,81,601,690,75,129,0,24,330,207,7,20,0,17,15,16,8.9,5.0,2.9,2.2,31948.0,3573.0,8.1,3.2,17.5,3.7,20.3,5.0,9.8,2.7,4.0,3.3,9.9,11.3,1.3,2.2,0.0,1.0,13.2,8.1,0.3,0.8,0.0,1.4,0.2,0.3,0.2663,0.1542,0.3017,0.3221,1.0443,0.2193,0.6083,0.3512,0.2531,0.1558,1.3684,0.1307,0.1378,0.5055,0.6433,0.2876,0.0,0.6104,0.2,0.0,0.4452,1.2556,0.1123,4.3116,0.1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,216,8.0,3.9,3186
37,NORTH CAROLINA,NC,37035,Catawba,37035011802,"Census Tract 118.02, Catawba County, North Carolina",52.470434769516,6292,591,2691,117,2316,163,1320,515,191,164,20159,1948,957,246,1131,198,1353,290,1266,331,124,76,777,933,131,120,0,24,822,215,25,42,145,120,4,4,21.0,8.0,6.3,5.4,20159.0,1948.0,21.2,5.3,18.0,3.0,21.5,4.1,20.1,5.1,5.4,3.3,12.3,14.8,2.2,2.0,0.0,0.9,30.5,7.8,1.1,1.8,6.3,5.1,0.1,0.1,0.7305,0.5582,0.7887,0.8189,2.8963,0.7844,0.6438,0.4548,0.8536,0.2571,2.2093,0.624,0.188,0.6502,0.8382,0.4106,0.0,0.8595,0.3631,0.6412,0.3544,2.2182,0.4276,8.162,0.6303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955,337,15.2,4.7,5137
37,NORTH CAROLINA,NC,37037,Chatham,37037020103,"Census Tract 201.03, Chatham County, North Carolina",10.992388805136,4651,427,2071,112,1880,145,428,214,40,37,61880,11115,485,133,1331,130,944,225,472,113,121,71,1836,517,356,156,0,17,388,94,54,49,38,36,0,12,9.3,4.6,1.9,1.7,61880.0,11115.0,13.9,3.7,28.6,3.2,20.3,4.5,10.1,2.4,6.4,3.8,39.5,10.5,7.9,3.4,0.0,0.8,18.7,4.4,2.9,2.6,2.0,1.9,0.0,0.3,0.2825,0.0642,0.0277,0.5654,0.9398,0.1856,0.9461,0.3512,0.267,0.3387,1.903,0.406,0.6115,0.9392,1.5507,0.8359,0.0,0.7015,0.6802,0.215,0.0,1.5967,0.1859,5.9902,0.304,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,2,566,236,12.2,4.5,3570
37,NORTH CAROLINA,NC,37037,Chatham,37037020104,"Census Tract 201.04, Chatham County, North Carolina",15.81129582067,4846,388,2595,98,2472,130,261,214,16,25,59204,7644,63,46,2402,241,679,177,921,187,63,58,315,595,80,104,307,64,103,71,5,15,117,92,54,64,5.4,4.4,1.0,1.6,59204.0,7644.0,1.6,1.1,49.6,4.7,14.0,3.5,19.2,4.2,2.5,2.4,6.5,12.3,1.7,2.2,11.8,2.4,4.0,2.7,0.2,0.6,4.7,3.7,1.1,1.3,0.1308,0.0166,0.0337,0.0442,0.2253,0.0157,0.9963,0.082,0.8162,0.0797,1.9742,0.4591,0.0705,0.5797,0.6502,0.2903,0.7682,0.4316,0.1917,0.5118,0.7092,2.6125,0.6001,5.4622,0.2365,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,158,108,3.3,2.3,3091
37,NORTH CAROLINA,NC,37037,Chatham,37037020105,"Census Tract 201.05, Chatham County, North Carolina",8.747724596224,4757,279,2166,121,2042,160,260,140,90,72,47693,4982,51,33,714,91,1160,135,400,160,93,70,881,449,31,65,0,17,50,44,6,15,59,42,24,16,5.5,2.8,3.6,2.8,47693.0,4982.0,1.4,0.9,15.0,2.0,24.4,2.5,8.4,3.1,4.6,3.4,18.5,9.4,0.7,1.5,0.0,0.8,2.3,2.0,0.3,0.7,2.9,2.0,0.5,0.3,0.1355,0.2331,0.0876,0.0364,0.4926,0.0689,0.4406,0.677,0.1681,0.1977,1.4834,0.1746,0.2972,0.3571,0.6543,0.294,0.0,0.3572,0.2,0.3241,0.5968,1.4781,0.16,4.1084,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,120,3.5,2.5,3006
37,NORTH CAROLINA,NC,37037,Chatham,37037020106,"Census Tract 201.06, Chatham County, North Carolina",30.364919975028,4539,327,1836,88,1719,109,415,150,80,38,45777,6897,129,72,589,107,1065,181,419,118,98,65,862,445,0,48,0,17,231,94,22,28,68,43,0,12,9.2,3.3,3.3,1.5,45777.0,6897.0,4.1,2.3,13.0,2.3,23.5,3.6,9.2,2.8,5.7,3.8,19.0,9.7,0.0,1.1,0.0,0.9,12.6,4.9,1.3,1.7,4.0,2.5,0.0,0.3,0.2769,0.1976,0.1056,0.1479,0.728,0.1282,0.3281,0.6115,0.2139,0.2825,1.436,0.1575,0.306,0.0,0.306,0.1198,0.0,0.6012,0.4023,0.4378,0.0,1.4413,0.1516,3.9113,0.0768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582,194,12.8,4.1,2878
37,NORTH CAROLINA,NC,37037,Chatham,37037020200,"Census Tract 202, Chatham County, North Carolina",159.558736836902,8060,540,3685,113,3185,207,735,310,102,81,36903,3889,572,180,1413,140,1668,267,1268,322,175,88,1353,744,81,92,0,24,770,190,23,28,144,97,35,17,9.2,3.7,2.3,1.8,36903.0,3889.0,9.8,3.0,17.5,2.0,20.7,3.0,15.8,4.1,5.5,2.8,16.8,9.2,1.0,1.2,0.0,0.7,20.9,5.1,0.7,0.9,4.5,3.0,0.4,0.2,0.2769,0.0965,0.208,0.3963,0.9777,0.2022,0.6083,0.3816,0.6162,0.265,1.8711,0.3889,0.27,0.4373,0.7073,0.3276,0.0,0.7315,0.2779,0.4928,0.5654,2.0676,0.3574,5.6237,0.2573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206,471,15.0,5.5,3462
37,NORTH CAROLINA,NC,37037,Chatham,37037020300,"Census Tract 203, Chatham County, North Carolina",55.83240712366,2786,302,1255,84,1076,97,408,246,129,82,25562,4502,368,143,598,101,511,131,419,116,18,25,932,388,52,67,0,17,455,114,9,20,28,32,20,13,14.7,9.2,9.8,5.7,25562.0,4502.0,18.9,6.9,21.5,3.6,18.3,4.3,15.1,4.1,1.7,2.3,33.5,13.5,2.0,2.6,0.0,1.4,36.3,8.6,0.8,1.9,2.6,3.0,0.7,0.5,0.515,0.8181,0.5078,0.7438,2.5847,0.6909,0.8244,0.2235,0.5686,0.0479,1.6644,0.2679,0.535,0.6221,1.1571,0.6129,0.0,0.9168,0.3,0.2931,0.6456,2.1555,0.3976,7.5617,0.5451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,593,294,21.4,9.9,1946
